Area,Timestamp,Lat,Lon,Temperature,D.O,pH,Conductivity,B.O.D,Nitrate,Fecalcaliform,Totalcaliform,class
Babughat,2023-05-14,22.576524,88.479634,28.5,7.5,7.5,1874,0.04,,,0.75,yes
Babughat,2023-05-15,23.164543,87.062426,27.7273,5.66364,7.46909,465.182,5.26273,1.35218,80400,241400.0,yes
Babughat,2023-05-16,10.057906,76.346362,26.5,7.2,7.2,891,1.6,170,290,0.08,yes
Babughat,2023-05-17,11.7841423,78.2102296,24.4545455,7.66363636,8.01,249.090909,1.51818182,0.40390909,186.363636,370.909091,no
Babughat,2023-05-18,19.864915,72.684998,27.0,7.8,7.8,1210,3.3,80,275,0.57,yes
Babughat,2023-05-19,17.6387282,78.1486044,26.8181818,5.30833333,8.08,393,2.2,0.91666667,14.5,148.333333,no
Babughat,2023-05-20,20.272209,72.987946,27.1,6.65,8.3,262,,,,,no
Babughat,2023-05-21,30.499231,77.207026,25.5,7.5,7.5,407,0.76,6,10,0.04,yes
Babughat,2023-05-22,20.462521,85.88299,30.0,7.9,7.9,581,5.51,2,3,0.11,yes
Babughat,2023-05-23,30.968965,74.574748,23.0,7.0,7.0,279,2.5,3,95,500.0,yes
Babughat,2023-05-24,30.284414,78.981141,16.6,8.78333,8.03167,114.833,,0.08333,1800,25150.0,no
Babughat,2023-05-25,22.778804,73.61428,29.5,8.0,8.0,546,0.24,7,17,0.38,yes
Babughat,2023-05-26,26.3463713,92.6840426,24.5,7.05,6.775,145,3.175,0.1075,90,485.0,yes
Babughat,2023-05-27,30.918402,75.834376,22.0,7.0,8.0,442,11.0,5.3,1275,4150.0,yes
Babughat,2023-05-28,20.2960587,85.8245398,29.75,6.675,7.5225,251.016667,3.975,3.19497517,16341.6667,25058.3333,yes
Babughat,2023-05-29,17.65469,75.916669,25.0,7.9,7.9,1572,0.28,17,350,1.6,yes
Babughat,2023-05-30,10.083643,76.314597,27.375,7.075,7.25,47.75,1.45,0.355,595,1775.0,yes
Babughat,2023-05-31,22.748331,88.338505,28.25,7.8125,7.92583,285.633,1.90833,0.25535,66666.7,97916.7,yes
Babughat,2023-06-01,23.099165,77.578419,,10.55,7.58333,634.333,4.1,1.28167,5.5,145.5,yes
Babughat,2023-06-02,,,27.0,3.427,7.679,357.53,9.81,0.733333333,224.5,1550.0,yes
Babughat,2023-06-03,8.6747284,77.565838,25.5833333,7.09166667,7.67441667,103.1,1.15,0.20916667,63.3333333,130.833333,yes
Babughat,2023-06-04,20.5547497,74.5100291,25.8,5.74,7.67,417.25,4.32,1.7418,16.75,50.0,yes
Babughat,2023-06-05,9.962188,76.361794,27.375,1.975,6.8,265.25,2.375,2.3,1525,5425.0,yes
Babughat,2023-06-06,30.445283,77.602056,22.0,8.37,7.903,331.1,1.2,0.3593,9.4,16.6,yes
Babughat,2023-06-07,8.6967761,77.721515,26.4166667,6.4,7.66283333,139.958333,2.02916667,0.1575,191.666667,368.333333,yes
Babughat,2023-06-08,20.7739916,86.743695,27.1666667,6.85833333,7.70833333,7007.66667,1.63333333,0.75033633,3711.66667,8858.33333,yes
Babughat,2023-06-09,25.594095,85.137565,22.0,7.3,7.3,674,,,2,0.9,yes
Babughat,2023-06-10,11.874477,75.370366,26.5,5.3,5.3,54,2.27,2,36,0.28,no
Babughat,2023-06-11,16.572983,80.357513,27.9166667,6.40833333,7.61416667,679.916667,0.6,0.24166667,4.5,1658.33333,yes
Babughat,2023-06-12,14.519604,75.785698,27.1666667,6.28416667,7.24083333,595.416667,4.225,1.77083333,62.5,324.166667,yes
Babughat,2023-06-13,23.3057915,73.8255487,27.1,7.69,8.25,354.1,3.42,0.1429,3.8,13.9,no
Babughat,2023-06-14,,,25.5,7.4,7.4,358,1.23,3,65,,yes
Babughat,2023-06-15,16.331,75.888,29.3181818,6.66363636,8.04545455,,1.17272727,0.24009091,205.454545,586.363636,no
Babughat,2023-06-16,20.8733543,86.0236363,27.0833333,7.36666667,7.985,203.075,1.65833333,0.31335171,6133.33333,14716.6667,yes
Babughat,2023-06-17,18.5503581,75.714978,26.0,5.23333333,7.49,343.916667,9.51666667,1.87548333,28.3333333,160.416667,yes
Babughat,2023-06-18,32.244947,77.19108,10.0,9.0,8.0,74,0.2,0.4,189,889.0,yes
Babughat,2023-06-19,13.924862,77.634067,24.3636364,6.92545455,7.31,157.454545,1.0,0.07209091,460,1600.0,yes
Babughat,2023-06-20,23.4097851,85.4014921,22.675,6.38333,7.025,,3.81818,,130,750.0,yes
Babughat,2023-06-21,16.244253,74.760668,27.4166667,6.675,7.9225,330.833333,1.20909091,7.11416667,334,641.083333,yes
Babughat,2023-06-22,21.0076578,75.5626039,31.9583333,5.99166667,7.72083333,663.666667,5.43333333,2.510575,18.1428571,43.4285714,yes
Babughat,2023-06-23,15.991533,81.095407,28.4166667,6.01666667,7.80416667,2453.08333,0.58333333,0.27583333,4.83333333,1366.66667,yes
Babughat,2023-06-24,26.993203,88.265736,12.0909091,9.00909091,7.07090909,,3.01181818,0.16818182,8227.27273,19054.5455,yes
Babughat,2023-06-25,12.3009419,76.2884592,27.6666667,4.3,7.76666667,557.333333,2.66666667,0.96333333,1600,1600.0,yes
Babughat,2023-06-26,,,26.0,7.2,7.2,428,2.67,7,10,0.04,yes
Babughat,2023-06-27,,,20.0,8.0,8.0,510,4.63,25,69,0.28,yes
Babughat,2023-06-28,24.6518946,92.606739,12.75,7.2,7.225,139,2.6,0.1125,423.3333,1100.0,yes
Babughat,2023-06-29,19.208841,73.161056,25.9166667,6.79166667,7.8,150.8,3.4,0.496875,601.25,740.416667,yes
Babughat,2023-06-30,19.330199,73.479342,28.5454545,5.73636364,7.44545455,2322.84727,6.30909091,1.466,400.454545,540.909091,yes
Babughat,2023-07-01,18.163284,73.947246,23.85,4.95666667,7.9825,251.116667,6.1,0.38166667,154.333333,1233.33333,yes
Babughat,2023-07-02,10.7904833,78.7046725,26.5833333,6.09166667,8.02666667,738.833333,1.94166667,0.159,255,460.0,no
Babughat,2023-07-03,17.6387282,78.1486044,26.3333333,6.20833333,8.1825,393.833333,1.88333333,0.79166667,9.90909091,105.583333,no
Babughat,2023-07-04,24.2182429,83.0346073,26.2667,7.24167,7.70667,185.333,2.125,0.885,1300,2141.67,yes
Babughat,2023-07-05,23.6375958,75.125964,26.8333333,7.15,7.58333333,363.666667,0.86666667,1.47633333,,,yes
Babughat,2023-07-06,26.238947,73.024309,24.0,7.7,7.7,4500,1.4,4,110,1.29,yes
Babughat,2023-07-07,10.2343586,77.4863295,19.3,6.47,6.516,111.07,5.67,0.142,5.9,12.4,yes
Babughat,2023-07-08,10.9548837,78.443932,28.3333333,7.99166667,8.06083333,598.25,0.93083333,0.18316667,144.166667,303.333333,no
Babughat,2023-07-09,27.1766701,78.0080745,25.9545,4.27,7.80909,1069.64,7.0,1.38,284900,694300.0,yes
Babughat,2023-07-10,25.8629885,93.7536662,24.0,2.95,7.4875,295,1.6,,,,yes
Babughat,2023-07-11,21.7217973,82.5948779,28.4285714,7.05714286,7.95714286,213,1.2,1.476,,17.8571429,yes
Babughat,2023-07-12,19.518231,72.850182,25.3416667,6.91818182,7.72166667,204.760833,2.20833333,0.928772727,2.16666667,55.0,yes
Babughat,2023-07-13,25.133699,82.564434,27.4167,8.71273,8.0225,387.267,3.66667,1.95667,331.667,1995.0,no
Babughat,2023-07-14,29.2182644,79.5129766,13.5,9.1,7.48,255,2.1,,,,yes
Babughat,2023-07-15,16.971834,82.223767,25.5,7.3,7.3,1110,5.0,3,17,0.2,yes
Babughat,2023-07-16,,,25.0,6.48181818,7.87333333,418.916667,2.70833333,1.626818182,5.75,158.333333,yes
Babughat,2023-07-17,23.456667,85.555278,23.4833333,7.78333333,7.31666667,,3.3,,110,750.0,yes
Babughat,2023-07-18,22.7615396,77.7187543,37.0,7.9,8.0,268.7,1.8,0.9,7.7,612.5,yes
Babughat,2023-07-19,26.5238515,93.96233699,28.5,6.575,7.125,173,1.6,,,,yes
Babughat,2023-07-20,20.411442,72.833454,27.3,6.8,8.5,249,,0.11,,,no
Babughat,2023-07-21,17.8169,75.6309,25.0,7.5,7.5,1175,0.4,11,350,1.8,yes
Babughat,2023-07-22,30.8919211,77.2103359,11.7273,9.34545,7.44818,68.2364,0.55455,0.13018,5,22.0,yes
Babughat,2023-07-23,26.3018693,72.9718923,22.75,6.06833333,7.975,357.5,1.16333333,0.615,3.66666667,17.25,yes
Babughat,2023-07-24,22.8100749,73.3443425,26.625,7.6125,8.125,417.625,3.275,0.2205,3,8.5,no
Babughat,2023-07-25,24.7742245,93.9337378,24.5,5.6,8.25,204.2,2.6,,,262.5,no
Babughat,2023-07-26,19.314356,73.179349,28.4142857,5.9125,7.5775,461.625,4.85,2.468575,23.4,62.6,yes
Babughat,2023-07-27,25.908654,86.782973,27.0,7.7,7.7,940,,,17,0.8,yes
Babughat,2023-07-28,12.9742475,77.3475174,26.5125,6.075,8.165,933.571429,3.57142857,3.373625,16.75,53.625,no
Babughat,2023-07-29,34.073949,74.818182,9.0,6.0,8.0,209,5.0,1,,,yes
Babughat,2023-07-30,,,22.8,7.5,7.5,416,2.95,48,119,0.077,yes
Babughat,2023-07-31,20.462521,85.88299,28.0,8.0,8.0,120,0.4,2,2,0.07,yes
Babughat,2023-08-01,22.837931,74.253146,28.0,8.1,8.1,754,0.52,5,13,0.03,no
Babughat,2023-08-02,21.937288,87.776333,28.0,8.3,8.3,1010,0.0,,,0.32,no
Babughat,2023-08-03,20.947713,72.926433,29.0,8.0,8.0,3542,0.03,3,3,0.19,yes
Babughat,2023-08-04,25.435801,81.846311,26.1583,7.15,7.97727,449.583,3.95,1.61167,3408.33,8583.33,yes
Babughat,2023-08-05,18.652252,73.741902,25.75,5.97166667,7.72916667,201.5,2.71666667,0.30083333,111.25,751.25,yes
Babughat,2023-08-06,27.2063587,94.1513764,22.25,8.5,7.1,128,2.825,0.1,75,272.75,yes
Babughat,2023-08-07,31.924439,76.458478,21.0,8.0,8.0,129,0.4,0.6,6,113.0,yes
Babughat,2023-08-08,11.720643,75.670265,26.0,7.25,7.175,58.5,0.575,0.1925,160,465.0,yes
Babughat,2023-08-09,23.2060462,88.5516516,28.3636,1.85455,7.24545,513.818,16.0909,0.48,1471818,2584545.0,yes
Babughat,2023-08-10,22.286624,73.20281,30.0,8.1,8.1,2224,0.18,7,21,0.29,no
Babughat,2023-08-11,25.7490034,82.6987001,23.1,7.3,7.93,255,4.3,,17000,21000.0,yes
Babughat,2023-08-12,17.085404,76.790635,27.8181818,6.59090909,8.18363636,1019.09091,2.75454545,0.63363636,2890.90909,6663.63636,no
Babughat,2023-08-13,30.837164,76.961426,22.5,7.8,7.8,410,0.06,,2,0.05,yes
Babughat,2023-08-14,23.205012,77.085078,37.0,8.12,7.716,375.2,1.92,0.464,7,64.8,yes
Babughat,2023-08-15,25.50615,86.467036,25.5,7.8,7.8,854,,,18,0.8,yes
Babughat,2023-08-16,20.411442,72.833454,29.05,4.8,7.75,65700,164.0,3.416,,,yes
Babughat,2023-08-17,15.999733,78.378534,26.9166667,6.60909091,7.88833333,465.5,2.73333333,1.10833333,130,1074.16667,yes
Babughat,2023-08-18,27.5863838,77.7004931,26.0909,1.62727,7.5,990.909,14.4545,1.38,3283222,25000000.0,yes
Babughat,2023-08-19,18.629781,73.79970900000001,27.0,7.7,7.7,865,1.52,13,260,1.24,yes
Babughat,2023-08-20,30.445283,77.602056,21.4,8.34,7.728,324.3,1.22,0.3065,9.3,16.5,yes
Babughat,2023-08-21,25.610104,85.142815,25.0,7.5,7.5,572,,,14,,yes
Babughat,2023-08-22,10.083643,76.314597,27.0416667,6.725,6.85,42.5833333,1.00833333,0.30333333,1043.33333,2750.0,yes
Babughat,2023-08-23,25.3176452,82.9739144,22.8333,7.5,7.70667,244,4.0,,13000,17000.0,yes
Babughat,2023-08-24,18.753949,74.247278,25.5,7.9,7.9,486,13.26,3,85,,yes
Babughat,2023-08-25,11.035365,75.92724,28.375,6.0,7.7,94,1.075,0.125,182.5,370.0,yes
Babughat,2023-08-26,20.8563332,86.1917035,27.8333333,6.94166667,7.72,152.291667,1.50833333,0.539286,3299.16667,5491.66667,yes
Babughat,2023-08-27,,,23.5833333,7.38333333,6.94166667,,2.55,,,,yes
Babughat,2023-08-28,12.265848,75.282033,28.0,7.225,7.25,53.75,0.85,0.245,330,610.0,yes
Babughat,2023-08-29,12.546222,77.419875,27.0,3.65,7.7,1000,2.125,21.335,30,70.0,yes
Babughat,2023-08-30,21.093078,72.857456,29.0,8.0,8.0,11213,0.22,3,3,0.11,yes
Babughat,2023-08-31,8.6312152,77.91246,29.3333333,6.4,6.9615,263.833333,1.325,0.12583333,81.9166667,159.833333,yes
Babughat,2023-09-01,18.648571,74.062324,26.8333333,4.80416667,7.86083333,602.224167,6.37166667,0.41166667,241.25,1258.33333,yes
Babughat,2023-09-02,26.8117116,79.0046898,27.2273,9.69091,8.20909,744.455,4.18182,1.38,137630,417900.0,no
Babughat,2023-09-03,15.4153155,75.0435916,26.5,6.85,8.0,281.75,1.0,0.345,1600,1600.0,yes
Babughat,2023-09-04,25.416675,86.129379,23.0,8.0,8.0,-,,,21,,yes
Babughat,2023-09-05,18.2379928,80.3129541,25.5,7.3,7.3,211,0.2,22,380,0.27,yes
Babughat,2023-09-06,10.7904833,78.7046725,27.6363636,7.62727273,8.15272727,576.454545,0.83090909,0.19581818,143.636364,287.272727,no
Babughat,2023-09-07,21.2403659,81.6476182,28.5,8.2,7.7,295.8,,0.8,220,11.0,yes
Babughat,2023-09-08,,,10.0,8.2,8.2,375,0.13,,,0.11,no
Babughat,2023-09-09,19.1826848,72.8594865,25.5833333,4.24166667,7.48416667,510.916667,12.875,2.8069,44.5,194.166667,yes
Babughat,2023-09-10,25.133699,82.564434,26.6,6.6,6.6,1129,0.0,,,0.66,yes
Babughat,2023-09-11,23.2113297,75.7746257,27.5833,5.85833,7.885,1052.67,12.33,1.9505,,,yes
Babughat,2023-09-12,15.368606,73.944799,30.0,6.2,6.2,315,0.2,,19,,no
Babughat,2023-09-13,26.3991195,87.2568579,24.0,5.76667,7.90667,467.667,6.93333,1.38,4600,11333.3,yes
Babughat,2023-09-14,,,13.0,6.7,6.7,669,6.08,2,8.5,0.32,yes
Babughat,2023-09-15,21.146174,79.162614,21.0,8.4,8.4,1185,2.25,20,102,0.72,no
Babughat,2023-09-16,31.184964,76.569052,21.0,7.0,7.0,279,2.0,2,178,503.0,yes
Babughat,2023-09-17,19.8449627,85.4788065,28.0833333,7.19166667,7.915,29496.1818,1.97166667,0.87666667,150.5,361.166667,yes
Babughat,2023-09-18,26.5434772,88.7205255,26.36364,7.7,7.029,79,2.945455,0.194545,92818.18,11000.0,yes
Babughat,2023-09-19,21.3245073,74.5563859,29.3,6.18888889,7.53222222,520,5.02222222,3.02506667,17.4,50.6,yes
Babughat,2023-09-20,21.233473,78.911851,23.0,8.3,8.3,1202,2.24,20,55,0.99,no
Babughat,2023-09-21,23.0678795,87.3165222,22.0,6.3,7.16666667,249.2,1.62333333,,,53.3333333,yes
Babughat,2023-09-22,12.421556,76.693127,26.4166667,6.125,8.075,280.083333,1.58333333,0.37666667,1600,1600.0,no
Babughat,2023-09-23,19.0159601,72.8517555,26.0833333,5.20909091,7.33083333,467,8.78333333,2.62591667,36.6666667,151.666667,yes
Babughat,2023-09-24,26.449923,80.331874,27.0,6.9,6.9,548,34.5,,,1.22,yes
Babughat,2023-09-25,22.066674,88.069812,32.0,7.9,7.9,1454,3.09,,,0.31,yes
Babughat,2023-09-26,22.613839,88.493109,27.3,6.9,6.9,620,0.17,,,0.4,yes
Babughat,2023-09-27,15.53083,74.149707,29.0,7.275,5.8925,99.8,1.3,0.265,5.75,172.5,no
Babughat,2023-09-28,23.3714266,79.0899245,25.8,7.8,7.9,360.4,1.4,,,7.7,yes
Babughat,2023-09-29,23.130011,73.610869,27.0,5.5,8.55,391,4.0,0.032,4.5,14.5,no
Babughat,2023-09-30,25.8080177,82.6145761,23.0,7.4,7.725,246,4.1,,11000,14000.0,yes
Babughat,2023-10-01,26.5393449,80.4878195,23.75,8.82727,7.94667,399.225,2.70833,1.7,1092.5,2708.33,yes
Babughat,2023-10-02,29.9613554,76.8285533,21.0,6.85,7.85,260,2.285,0.36,,,yes
Babughat,2023-10-03,12.422764,77.226145,27.0,7.05,8.325,555.5,1.0,0.705,1600,1600.0,no
Babughat,2023-10-04,,,24.75,6.3,6.3,218,3.0,30,20,0.06,no
Babughat,2023-10-05,10.2244299,76.1977736,28.0,6.275,7.275,18553.75,1.8,0.315,1247.5,1950.0,yes
Babughat,2023-10-06,18.607933,73.820915,25.5,2.02916667,7.56,537.116667,12.8583333,0.83583333,288.75,1716.66667,yes
Babughat,2023-10-07,26.9270041,83.7137222,24.5,6.9,6.9,892,3.85,25,60,,yes
Babughat,2023-10-08,11.874477,75.370366,27.5,5.2,5.2,106,4.535,120,650,0.11,no
Babughat,2023-10-09,28.669156,77.453758,21.0,7.3,7.3,1647,0.0,,4,0.68,yes
Babughat,2023-10-10,22.882515,88.014097,29.5909091,11.3363636,8.16545455,746.181818,9.72727273,0.51914,81818.1818,129454.545,no
Babughat,2023-10-11,10.9644458,78.1779862,28.0,6.50833333,8.11636364,635.181818,0.82916667,0.17175,160,325.0,no
Babughat,2023-10-12,21.8974003,83.3949632,27.25,7.275,7.51666667,266.25,1.44,1.22216667,,153.333333,yes
Babughat,2023-10-13,18.144735,74.564303,27.1666667,5.45833333,8.05333333,545.340833,4.45,0.625,191.666667,1452.08333,no
Babughat,2023-10-14,9.966654,76.316813,28.0,7.5,7.5,460,6.1,165,285,0.18,yes
Babughat,2023-10-15,22.4744363,88.1000377,27.0833,5.88333,7.7925,326.167,2.78333,0.38,32500,68833.3,yes
Babughat,2023-10-16,27.1766701,78.0080745,28.3636,3.14545,7.85455,1141.73,11.0,1.38,6380100,23000000.0,yes
Babughat,2023-10-17,25.374756,86.473525,24.0,7.6,7.6,962,,,4,0.9,yes
Babughat,2023-10-18,25.133699,82.564434,27.0833,7.66909,7.79917,395.675,3.61818,2.28833,2376.67,5707.5,yes
Babughat,2023-10-19,20.8563332,86.1917035,26.0,7.95833333,7.85666667,139.5,1.925,0.49767179,2117.5,3470.0,yes
Babughat,2023-10-20,22.262625,84.890664,26.1666667,7.05833333,7.80666667,176.416667,1.53333333,0.63323625,1995,4178.33333,yes
Babughat,2023-10-21,26.003818,85.081783,25.5,7.8,7.8,836,,,8,0.6,yes
Babughat,2023-10-22,19.431604,74.200323,,7.5,7.5,1577,2.27,,,0.39,yes
Babughat,2023-10-23,47.351943,19.633621,13.0,9.0,8.0,94,0.2,0.4,34,317.0,yes
Babughat,2023-10-24,11.1839864,76.7037078,24.625,7.125,7.275,110.25,0.425,0.3075,195,315.0,yes
Babughat,2023-10-25,27.513952,76.685767,29.0,7.6,7.6,2295,0.57,4,9,0.89,yes
Babughat,2023-10-26,25.032965,85.415206,22.0,8.1,8.1,524,,,14,0.9,no
Babughat,2023-10-27,,,26.0,7.3,7.3,673,,,,,yes
Babughat,2023-10-28,9.74436199999999,77.290796,26.1666667,8.09166667,8.06333333,275.5,0.83833333,0.2925,106.666667,220.0,no
Babughat,2023-10-29,19.9974533,73.7898023,25.0833333,6.24545455,7.6325,267,4.55833333,1.0559,10.5,30.4166667,yes
Babughat,2023-10-30,19.314356,73.179349,,7.06,7.73,111.105,4.37,0.32381,,,yes
Babughat,2023-10-31,26.6521907,92.7895702,15.66667,7.15,7.2,127,2.0,0.11,200,636.6667,yes
Babughat,2023-11-01,10.167286,76.439884,26.2916667,7.425,6.98333333,37.75,0.88333333,0.25833333,385.833333,1195.83333,yes
Babughat,2023-11-02,12.725176,77.69558,26.8333333,6.91666667,8.46666667,243.333333,1.0,0.33333333,1600,1600.0,no
Babughat,2023-11-03,20.6131507,84.7915998,27.0,7.33333333,7.96583333,188,1.475,0.18999392,1577.5,3293.33333,yes
Babughat,2023-11-04,24.5945112,72.7062297,21.1666667,5.00416667,7.7975,480.833333,1.6025,0.31,3.475,220.083333,yes
Babughat,2023-11-05,26.8117116,79.0046898,27.6364,9.24545,8.31818,571.545,1.8,,5240,15460.0,no
Babughat,2023-11-06,15.832588,78.01696,26.6666667,5.96666667,7.67333333,972.5,2.48333333,2.36666667,103.333333,1033.33333,yes
Babughat,2023-11-07,18.953437,72.841544,20.1666667,5.96666667,7.965,696.666667,6.0,2.19616667,64.1666667,138.583333,yes
Babughat,2023-11-08,23.2558124,77.460158,23.2222,8.33333,7.82222,258.556,2.66667,1.71167,1187.5,2337.5,yes
Babughat,2023-11-09,,,26.4,7.9,7.9,348,0.0,,,,yes
Babughat,2023-11-10,26.4862373,83.7838213,23.8333,7.66667,8.16417,421.333,2.75833,0.43833,117.5,295.0,no
Babughat,2023-11-11,20.8733543,86.0236363,28.0833333,7.6,7.7625,153.833333,1.75,0.91555571,2323.33333,5191.66667,yes
Babughat,2023-11-12,20.5162956,76.0380506,20.0,5.5375,7.90083333,893.25,6.60833333,2.4275,51.25,116.666667,yes
Babughat,2023-11-13,22.618679,88.377091,27.5,7.2,7.2,2290,0.0,80,110,0.4,yes
Babughat,2023-11-14,30.900965,75.857276,22.0,4.0,7.0,388,22.0,12,29000,64000.0,yes
Babughat,2023-11-15,12.681556,74.920955,28.5,6.575,7.25,12326.5,0.6175,0.705,1326,2210.0,yes
Babughat,2023-11-16,20.9501027,85.216816,25.6666667,7.53333333,7.875,152.5,1.525,0.63328583,701.666667,1256.66667,yes
Babughat,2023-11-17,9.872489,76.551713,26.0,6.5,6.5,170,2.8,175,290,0.12,yes
Babughat,2023-11-18,18.029637,73.318825,27.4444444,6.3,7.72666667,12050.9858,4.43333333,5.37158333,3.91666667,101.666667,yes
Babughat,2023-11-19,27.4925186,76.5856658,28.175,4.2775,7.83,405,13.2875,0.51,5.5,15.25,yes
Babughat,2023-11-20,26.831591,75.841036,30.0,7.7,7.7,3050,3.08,4,14,1.33,yes
Babughat,2023-11-21,10.842308,76.030487,25.375,7.15,7.375,163.5,0.925,0.46,1325,2225.0,yes
Dakshineswar,2023-01-01,31.886598,76.018882,24.0,8.0,8.0,443,1.2,1,14,116.0,yes
Dakshineswar,2023-01-02,9.121999,76.700145,27.9,6.425,6.825,83,0.525,0.4175,175,575.0,yes
Dakshineswar,2023-01-03,22.260423,84.853584,27.5833333,6.78333333,7.70083333,204.808333,2.53333333,1.52902383,3025.83333,5591.66667,yes
Dakshineswar,2023-01-04,23.5904229,71.8482387,23.2,7.76,7.786,577.6,2.54,0.3432,3.6,12.8,yes
Dakshineswar,2023-01-05,25.1963,83.853929,23.0,7.5,7.5,924,,,8,0.8,yes
Dakshineswar,2023-01-06,26.383675,81.869558,25.6167,7.23333,8.00167,386.833,4.20833,1.71167,3358.33,7750.0,no
Dakshineswar,2023-01-07,15.700179,73.905388,26.0,6.80833333,6.24833333,226.433333,1.58333333,0.18,9.33333333,151.363636,no
Dakshineswar,2023-01-08,22.560235,88.442108,28.5,7.9,7.9,1712,0.04,8,21,0.37,yes
Dakshineswar,2023-01-09,18.600196,73.915313,26.3,2.409,7.755,448.88,13.09,0.789,293,1700.0,yes
Dakshineswar,2023-01-10,21.1730415,72.8312892,27.0,6.97,7.87,659,1.9,0.268,1200,2150.0,yes
Dakshineswar,2023-01-11,23.4418339,85.4800646,22.575,7.60833333,7.18333333,,2.33333333,,255,1350.0,yes
Dakshineswar,2023-01-12,26.15477,85.907248,25.0,7.7,7.7,410,,,23,,yes
Dakshineswar,2023-01-13,18.541536,74.562261,27.0833333,4.66833333,8.0075,959.1,6.73333333,0.39083333,251.666667,1377.08333,no
Dakshineswar,2023-01-14,20.411442,72.833454,28.1333333,4.55,7.95,23575.75,158.75,6.88,35,46.0,yes
Dakshineswar,2023-01-15,,,18.0,5.8,5.8,120,6.0,13,22,0.1,no
Dakshineswar,2023-01-16,21.2639,79.109514,21.0,8.2,8.2,1035,1.68,26,67,0.68,no
Dakshineswar,2023-01-17,20.7237577,78.3216328,21.1666667,5.77166667,8.04083333,523.833333,5.86416667,1.39308333,62.5,206.666667,no
Dakshineswar,2023-01-18,20.371237,72.90634,29.0,8.3,8.3,,3.42,,,,no
Dakshineswar,2023-01-19,9.365136,76.586992,26.75,6.975,6.625,104.25,1.475,0.49,500,1000.0,yes
Dakshineswar,2023-01-20,11.1116748,79.2079168,31.5,8.13333333,8.04583333,1132.66667,0.81083333,0.19966667,148.333333,302.5,no
Dakshineswar,2023-01-21,15.558287,74.012385,29.0,7.3,5.96,73.65,1.6,0.1075,7.75,181.25,no
Dakshineswar,2023-01-22,,,27.2,7.8,7.8,188,,,,,yes
Dakshineswar,2023-01-23,17.524157,78.323286,26.5,7.1,7.1,6995,10.7,,193,0.68,yes
Dakshineswar,2023-01-24,,,19.5,7.7,7.7,722,0.85,8,20,0.52,yes
Dakshineswar,2023-01-25,26.3991195,87.2568579,25.0,2.5,7.56,962.333,9.5,1.38,9000,21333.3,yes
Dakshineswar,2023-01-26,18.953437,72.841544,19.5,5.29333333,7.84166667,653.583333,6.23333333,1.29366667,62.4166667,163.333333,yes
Dakshineswar,2023-01-27,19.518231,72.850182,24.8333333,6.70833333,7.80833333,215.054167,2.45,0.827845455,2,51.0833333,yes
Dakshineswar,2023-01-28,27.6039119,88.6464449,,23.08333,6.466667,268,2.575,2.308333,28.33333,78.58333,no
Dakshineswar,2023-01-29,21.2788724,73.6065223,34.4166667,6.08333333,7.74166667,535.55,5.25833333,2.4154,16.125,40.75,yes
Dakshineswar,2023-01-30,,,27.25,4.68833333,7.65916667,426.3,7.225,0.4375,262.5,1600.0,yes
Dakshineswar,2023-01-31,19.113352,72.931552,23.6666667,6.475,8.02666667,573.2,3.175,0.9765,4,120.833333,no
Dakshineswar,2023-02-01,,,26.0,7.4,7.4,741,7.77,,,,yes
Dakshineswar,2023-02-02,24.585445,73.712479,23.0,7.5,7.5,1855,0.99,4,16,0.4,yes
Dakshineswar,2023-02-03,26.8061453,75.7669261,27.5,8.4,8.4,1505,0.53,3,4,1.41,no
Dakshineswar,2023-02-04,26.1298634,72.9992012,21.6,7.7,7.7,7200,0.35,4,12,1.56,yes
Dakshineswar,2023-02-05,21.5305898,83.8704949,27.1666667,7.60833333,7.925,189.15,1.36666667,0.91862667,1015,1936.66667,yes
Dakshineswar,2023-02-06,8.709317,77.452986,24.0833333,7.16666667,7.51766667,87.7916667,1.075,0.11666667,40.5,95.8333333,yes
Dakshineswar,2023-02-07,26.15477,85.907248,26.0,7.7,7.7,440,,,50,,yes
Dakshineswar,2023-02-08,20.296059,85.82454,28.0,6.6,6.6,183,5.41,2,3,0.2,yes
Dakshineswar,2023-02-09,28.072384,75.82289,30.0,7.3,7.3,4200,1.66,9,85,1.37,yes
Dakshineswar,2023-02-10,11.982072,76.377185,24.625,6.7,7.0,76,0.7,0.3225,282.5,435.0,yes
Dakshineswar,2023-02-11,25.905961,93.72825,23.25,7.9,7.291667,128,2.591667,0.126667,180,1149.091,yes
Dakshineswar,2023-02-12,21.4668716,83.9811664,25.9166667,7.50833333,7.97583333,186.15,1.85833333,0.21942717,3184.16667,5180.83333,yes
Dakshineswar,2023-02-13,21.4668716,83.9811664,27.0,7.475,7.80666667,199.208333,1.5,0.17901871,1329.16667,2415.0,yes
Dakshineswar,2023-02-14,23.8396534,73.723513,22.9545455,5.43181818,8.44454545,683.636364,4.50727273,0.38272727,5.63636364,37.5454545,no
Dakshineswar,2023-02-15,12.105069,75.205834,27.0,6.8,6.8,218,5.85,2,26,,yes
Dakshineswar,2023-02-16,10.8280802,76.7368037,25.5,7.1,7.535,96.25,0.575,0.15,405.5,885.0,yes
