Area,Timestamp,Lat,Lon,Temperature,D.O,pH,Conductivity,B.O.D,Nitrate,Fecalcaliform,Totalcaliform,class,chemical_score,biological_score,physical_score,source_score,WQS,Water_Class
Howrah Ghat,2023-09-18,26.458264,74.6362,22.0,7.8,7.8,685.0,0.15,4.0,8.0,0.23,yes,89.75,99.20319148370606,83.0,80,90.2609574451118,Safe
Bally Bridge,2023-10-21,20.8480141,83.8950042,27.0,7.24166667,8.0325,236.983333,1.825,0.33766971,1331.66667,2625.0,no,94.92669756866668,26.4036832109744,78.46458335,74,68.98470066075899,Moderate
Babughat,2023-10-13,18.144735,74.564303,27.1666667,5.45833333,8.05333333,545.340833,4.45,0.625,191.666667,1452.08333,no,88.11325833666666,82.55820163614621,69.39166667500001,75,81.39109716051054,Safe
Dakshineswar,2023-03-04,21.7646309,87.1551248,22.4166667,7.7,7.98333333,248.909091,1.49166667,0.25312738,2923.33333,7300.0,yes,95.31951829266669,5.375420782081822,81.125000025,78,63.76543355669122,Moderate
Howrah Ghat,2023-08-11,25.6816594,76.4758974,26.4727,5.76436,8.37727,470.909,1.50364,0.52,6.09091,49.2727,no,92.87005666666668,99.3927601988293,68.492275,80,88.66430572631546,Safe
Howrah Ghat,2023-04-14,25.0746938,73.8860099,25.0,6.0,8.0,571.0,1.0,1.0,5.0,44.0,yes,92.15666666666668,99.50124791926824,72.5,80,89.21304104244714,Safe
Babughat,2023-11-06,15.832588,78.01696,26.6666667,5.96666667,7.67333333,972.5,2.48333333,2.36666667,103.333333,1033.33333,yes,85.07055555733334,90.18263149035616,74.78333337500001,75,83.5396783450402,Safe
Dakshineswar,2023-10-28,15.360402,74.106919,26.3333333,7.41666667,6.21416667,75.5666667,1.25,0.405454545,10.5714286,132.727273,no,97.25330303033331,98.94842525687596,81.189583375,78,92.62376546419613,Safe
Bally Bridge,2023-01-16,19.811512,85.82758,29.5,7.5,7.5,999.0,10.31,2.0,4.0,0.15,yes,74.66333333333333,99.60079893439917,83.75,74,83.89557301365308,Safe
Babughat,2023-03-05,25.6331345,85.11292,25.1111,8.43333,8.23444,326.556,2.73333,1.71167,2766.67,7044.44,no,91.720664,6.287101703026122,82.90835000000001,75,62.65606611090784,Moderate
Howrah Ghat,2023-04-02,24.2182429,83.0346073,26.175,7.575,7.74333,177.917,1.39167,0.82417,1100.0,1800.0,yes,95.705934,33.28710836980795,82.300025,80,72.72851111094238,Moderate
Babughat,2023-11-01,10.167286,76.439884,26.2916667,7.425,6.98333333,37.75,0.88333333,0.25833333,385.833333,1195.83333,yes,98.23805556266667,67.98838304363443,86.99999997500001,75,84.59173713315701,Safe
Bally Bridge,2023-03-12,13.843781,75.70003,26.8181818,7.01818182,7.41909091,289.454545,2.51818182,1.62,60.0,239.090909,yes,92.45187879,94.17645335842488,81.94772727499999,74,89.02323297852747,Safe
Howrah Ghat,2023-09-26,18.1066576,83.3955505,27.6,7.3,7.3,1151.0,8.0,3.0,78.0,0.87,yes,75.42333333333333,92.49644265435391,84.25,80,82.76826612963951,Safe
Babughat,2023-02-26,24.6552948,72.9259012,28.4166667,5.42916667,8.455,580.833333,1.03666667,0.85,4.41666667,16.0,no,92.12944444333333,99.55930724587994,66.23333335,75,87.46623662109731,Safe
Dakshineswar,2023-11-06,18.645411,74.226737,25.0416667,5.11416667,8.06083333,1411.96667,6.30833333,0.70583333,215.833333,1225.0,no,76.90455552933334,80.58696025504716,67.614583375,78,76.26082696324748,Safe
Dakshineswar,2023-06-04,18.515704,73.842121,26.1666667,2.02571429,7.874,915.108333,16.6083333,0.68833333,345.416667,1800.0,yes,68.15380560599999,70.79253228868035,53.57357145,78,67.0139962190041,Moderate
Babughat,2023-01-08,21.185459,86.306612,26.08,7.83,7.55,168.555556,0.64,4.667,193767.1311595211,576037.4703817832,yes,93.72751110666668,7.046998242674918e-83,85.025,75,61.99600444266667,Moderate
Howrah Ghat,2023-05-02,15.742033,73.88307,25.75,7.3,6.11,87.45,0.925,0.325,5.75,168.75,no,97.63216666666666,99.4266499610599,79.825,80,92.84586165498465,Safe
Bally Bridge,2023-05-08,26.6738851,92.8577104,24.0,8.85,7.25,94.0,1.325,0.1,120.0,767.0,yes,97.21333333333334,88.69204367171575,92.375,74,91.36794643484808,Safe
Howrah Ghat,2023-06-13,21.24850768681818,78.72098095669318,20.5,6.7,6.7,627.0,0.05,4.0,27.0,0.23,yes,90.46333333333334,97.33612415243368,81.25,80,89.63617057906345,Safe
Howrah Ghat,2023-06-27,21.125749,73.1121167,29.0,6.085,7.85,351.5,2.39,0.225,2350.0,13150.0,yes,93.11833333333334,9.53691622155496,74.05,80,62.91840819979983,Moderate
Bally Bridge,2023-03-29,25.5792683,84.7915998,23.2222,8.12222,7.86556,250.889,2.61111,1.38,1055.56,2300.0,yes,92.90563,34.79974941332888,84.1194,74,71.82605682399867,Moderate
Babughat,2023-03-22,21.1440674,79.0835141,22.5,5.91416667,7.9675,495.333333,4.96333333,1.23725,69.1666667,185.833333,yes,87.43908889666668,93.3171138562567,72.31458335,75,84.93368638554368,Safe
Babughat,2023-01-10,31.899643,76.597945,19.0,8.0,8.0,211.0,0.5,0.5,7.0,72.0,yes,96.82333333333334,99.3024442933235,82.5,75,92.5200666213304,Safe
Howrah Ghat,2023-01-01,18.104543,74.208669,23.7833333,4.08083333,8.28583333,1587.96667,8.725,0.50666667,198.333333,1383.33333,no,72.08166663066666,82.00964423645233,60.76041667499999,80,73.58764325820236,Moderate
Bally Bridge,2023-11-05,26.111868,85.896003,24.0,7.5,7.47,214.0,2.65,1.38,1050.0,1950.0,yes,93.22266666666668,34.99377491111553,83.975,74,71.98219914000133,Moderate
Dakshineswar,2023-02-16,10.8280802,76.7368037,25.5,7.1,7.535,96.25,0.575,0.15,405.5,885.0,yes,98.15083333333334,66.66434058112529,81.4875,78,83.35713550767092,Safe
Bally Bridge,2023-06-07,27.4988735,76.7020164,32.0,7.2,7.2,880.0,0.78,4.0,14.0,0.4,yes,86.96,98.6097544262862,84.5,74,88.66692632788586,Safe
Babughat,2023-08-14,23.205012,77.085078,37.0,8.12,7.716,375.2,1.92,0.464,7.0,64.8,yes,93.3168,99.3024442933235,85.22999999999999,75,91.66345328799704,Safe
Dakshineswar,2023-04-30,25.5504086,85.118166,24.5556,7.34444,7.79111,413.222,2.72222,1.71167,1588.89,3666.67,yes,90.86881733333334,20.41520948381069,80.788875,78,66.42986477847654,Moderate
Howrah Ghat,2023-06-28,15.941378,77.425732,27.1,6.41,7.666,776.6,2.51,4.04,133.0,1105.0,yes,85.65533333333333,87.5465092108771,77.05499999999999,80,83.93708609659646,Safe
Babughat,2023-03-06,21.1702401,72.8310607,27.5,7.1,8.0,525.3,1.9,0.3,1057.5,2775.0,yes,91.97366666666667,34.73230334330827,78.0,75,70.30915766965916,Moderate
Bally Bridge,2023-02-09,22.4971107,76.9801476,25.2,6.98333333,7.48583333,335.583333,1.8375,0.47533333,193767.1311595211,576037.4703817832,yes,93.813900006,7.046998242674918e-83,81.272916675,74,61.1801433374,Moderate
Howrah Ghat,2023-06-12,25.4970336,92.1730562,21.375,7.54166667,6.95833333,75.8333333,1.53333333,0.48666667,39.5,63.75,yes,96.807888891,96.12699539905982,87.39583332500001,80,93.04042084111796,Safe
Dakshineswar,2023-01-19,9.365136,76.586992,26.75,6.975,6.625,104.25,1.475,0.49,500.0,1000.0,yes,96.59883333333332,60.65306597126335,82.0625,78,81.04795312471232,Safe
Howrah Ghat,2023-11-20,22.4329227,87.8598861,27.6364,6.53636,7.71818,900.682,2.01818,0.31091,44909.1,218455.0,yes,88.05354533333333,3.1349143711399933e-18,77.29545,80,58.68050813333334,Moderate
Dakshineswar,2023-09-09,21.24850768681818,78.72098095669318,21.0,7.8,7.8,484.0,3.52,8.0,21.0,0.09,yes,84.06666666666666,97.92189645694596,83.0,78,87.40323560375045,Safe
Bally Bridge,2023-06-25,20.2960587,85.8245398,29.0833333,7.025,7.70666667,202.383333,2.11666667,1.29443238,2957.5,6315.83333,yes,94.11839853933331,5.194862653480329,79.824999975,74,62.57081820677743,Moderate
Howrah Ghat,2023-03-17,11.4225542,79.7748374,31.8333333,7.75,8.12833333,1072.75,1.64666667,0.15833333,148.333333,288.333333,no,86.950277776,86.21436860986292,80.287500025,80,84.70192169835889,Safe
Dakshineswar,2023-04-05,31.044559,76.70479,24.0,9.0,8.0,622.0,2.0,0.8,23.0,75.0,yes,90.47333333333331,97.7262483773277,87.5,78,90.80720784653164,Safe
Babughat,2023-03-01,22.8045665,86.2028754,27.7727273,7.07272727,7.50909091,184.1,2.03636364,6.55181818,193767.1311595211,576037.4703817832,yes,90.202393936,7.046998242674918e-83,81.545454525,75,59.89004847939999,Moderate
Babughat,2023-05-03,27.1364448,88.3931153,24.88953091982379,19.33333,6.125,283.0,4.266667,2.7,80.0,257.5,no,89.32111066666667,92.31163463866358,100.0,75,90.92193465826574,Safe
Bally Bridge,2023-03-05,19.067924,73.108024,28.0,8.2,8.2,849.0,0.45,50.0,130.0,0.47,no,50.91,87.80954309205613,82.0,74,70.50686292761685,Moderate
Howrah Ghat,2023-07-30,26.850311,75.784749,28.0,7.7,7.7,1205.0,0.28,3.0,4.0,0.29,yes,85.17666666666666,99.60079893439917,83.25,80,88.60090634698642,Safe
Dakshineswar,2023-10-02,10.5082216,77.2286601,27.5,5.8,7.88333333,289.5,1.19083333,0.18916667,134.166667,288.333333,yes,95.36588889066668,87.44443114474947,72.37500002499999,78,86.6546849046915,Safe
Dakshineswar,2023-09-03,31.044559,76.70479,20.0,8.0,8.0,364.0,2.1,1.3,26.0,69.0,yes,92.52,97.43350896087492,82.5,78,90.53805268826248,Safe
Bally Bridge,2023-08-01,26.8117116,79.0046898,27.6818,8.79091,8.2,1061.27,8.09091,1.38,99030.0,298200.0,no,77.49542,9.813353809320643e-42,84.95455000000001,74,55.389078,Moderate
Dakshineswar,2023-10-12,16.712118,74.281048,24.5833333,6.425,7.98,302.301667,2.48333333,2.543909091,4.41666667,125.833333,yes,91.63074495053333,99.55930724587994,74.775,78,89.27509015397732,Safe
Babughat,2023-07-07,10.2343586,77.4863295,19.3,6.47,6.516,111.07,5.67,0.142,5.9,12.4,yes,91.2157,99.41173708205962,78.72,75,89.55380112461788,Safe
Babughat,2023-02-21,19.97046,79.301485,21.0,7.6,7.6,1083.0,23.51,23.0,85.0,0.78,yes,39.42333333333333,91.85122844014572,83.5,75,67.52470186537705,Moderate
Dakshineswar,2023-11-03,11.725176,77.69558,26.5,7.55833333,8.05833333,336.083333,1.0,0.45916667,1600.0,1600.0,no,94.93850000066666,20.18965179946554,79.85416667499999,78,67.80312887510632,Moderate
Babughat,2023-04-20,32.264338,75.642112,18.0,7.0,8.0,316.0,1.0,1.6,95.0,500.0,yes,94.22666666666666,90.93729344682316,77.5,75,87.9718547007136,Safe
Babughat,2023-09-27,15.53083,74.149707,29.0,7.275,5.8925,99.8,1.3,0.265,5.75,172.5,no,97.05666666666669,99.4266499610599,78.06875,75,91.76441165498464,Safe
Babughat,2023-04-23,25.992786,91.826111,14.0,10.0,8.0,112.0,0.2,0.5,213.0,1072.0,yes,98.21333333333334,80.81561372164884,92.5,75,89.530017449828,Safe
Babughat,2023-06-17,18.5503581,75.714978,26.0,5.23333333,7.49,343.916667,9.51666667,1.87548333,28.3333333,160.416667,yes,82.37155777266668,97.20642913936226,72.49166664999998,75,84.10888518087535,Safe
Howrah Ghat,2023-03-03,31.931129,75.894059,15.0,8.0,8.0,285.0,0.0,0.8,3.0,50.0,yes,96.51,99.7004495503373,82.5,80,93.0141348651012,Safe
Babughat,2023-06-11,16.572983,80.357513,27.9166667,6.40833333,7.61416667,679.916667,0.6,0.24166667,4.5,1658.33333,yes,92.207499994,99.55101098295704,77.435416625,75,89.73538661748712,Safe
Howrah Ghat,2023-10-05,22.8045665,86.2028754,26.2727273,6.22727273,7.65454545,180.5,2.62727273,6.63363636,193767.1311595211,576037.4703817832,yes,89.38506060533334,7.046998242674918e-83,76.227272775,80,58.99947879713334,Moderate
Bally Bridge,2023-11-21,27.2063587,94.1513764,23.5,8.25,7.125,116.0,3.025,0.1125,90.0,272.75,yes,94.71666666666668,91.39311852712282,90.3125,74,90.76710222480352,Safe
Bally Bridge,2023-04-15,18.529834,73.860527,26.25,1.84285714,7.67916667,428.783333,16.85,0.96166667,289.583333,1733.33333,yes,72.47616666733333,74.85754092770384,54.120535675,74,69.67183608024449,Moderate
Dakshineswar,2023-11-01,19.216198,73.240218,26.0,6.94545455,7.82727273,138.872727,3.33636364,0.76020909,84.5454545,168.636364,yes,93.55462060466668,91.89298849290569,78.522727275,78,88.49429024473838,Safe
Babughat,2023-02-15,20.7652197,86.1751759,26.75,7.98333333,8.005,183.0,2.03333333,0.85472796,5725.0,11870.8333,no,94.77510652533331,0.3263353275976145,82.37916664999999,75,61.98377653841261,Moderate
Babughat,2023-10-29,19.9974533,73.7898023,25.0833333,6.24545455,7.6325,267.0,4.55833333,1.0559,10.5,30.4166667,yes,90.40750222666668,98.95549325678992,76.48352274999999,75,88.64635341770365,Safe
Dakshineswar,2023-08-14,11.4466642,77.6943353,26.8333333,6.35833333,7.78416667,431.25,1.3225,0.25441667,178.333333,348.333333,yes,93.72063333066669,83.66634894514617,75.910416625,78,85.57024134081051,Safe
Babughat,2023-04-13,22.537027,88.388158,26.5,7.8,7.8,1440.0,0.11,8.0,20.0,0.37,yes,79.05333333333334,98.01986733067552,83.0,75,85.12729353253599,Safe
Babughat,2023-06-01,23.099165,77.578419,24.88953091982379,10.55,7.58333,634.333,4.1,1.28167,5.5,145.5,yes,87.16466733333334,99.45150973089191,98.375025,75,91.8763248526009,Safe
Bally Bridge,2023-10-10,19.1605101,77.3105444,29.6666667,6.56666667,8.06666667,581.591667,4.4,1.52126667,3.25,103.333333,no,87.10040332733334,99.67552755332916,74.833333325,74,87.10948626193209,Safe
Howrah Ghat,2023-08-04,28.208822,76.8446,29.5,7.7,7.7,1495.0,9.52,4.0,12.0,0.46,yes,69.15666666666667,98.80717128619304,83.25,80,81.95481805252459,Safe
Howrah Ghat,2023-06-26,21.24850768681818,78.72098095669318,26.3333333,6.5,8.12333333,666.666667,1.43333333,1.3,3600.0,11333.3333,no,90.38222222333332,2.732372244729256,74.07500002500001,80,59.78760056775211,Moderate
Bally Bridge,2023-02-22,31.650958,78.475195,6.0,8.0,8.0,288.0,0.3,0.1,63.0,493.0,yes,96.64,93.89434736891332,82.5,74,90.724304210674,Safe
Howrah Ghat,2023-03-10,27.1981016,75.881486,31.0,8.1,8.1,735.0,1.01,3.0,7.0,0.5,no,88.90333333333334,99.3024442933235,82.25,80,89.80206662133038,Safe
Babughat,2023-06-16,20.8733543,86.0236363,27.0833333,7.36666667,7.985,203.075,1.65833333,0.31335171,6133.33333,14716.6667,yes,95.50745752533334,0.2169337776769153,79.44583334999999,75,61.65722981343642,Moderate
Bally Bridge,2023-08-22,17.2472528,80.1514446,20.0,5.00833333,7.11,671.083333,0.65,0.31633333,4.83333333,1325.0,yes,92.16943333933334,99.51783284295838,74.21666665,74,88.96645651862087,Safe
Howrah Ghat,2023-07-23,25.9857298,85.042994,24.0,7.0,8.71,343.0,2.5,1.38,500.0,1100.0,no,92.13266666666668,60.65306597126335,72.175,80,77.48398645804568,Safe
Dakshineswar,2023-01-15,21.24850768681818,78.72098095669318,18.0,5.8,5.8,120.0,6.0,13.0,22.0,0.1,no,80.4,97.824023505121,70.0,78,83.30720705153631,Safe
Babughat,2023-08-20,30.445283,77.602056,21.4,8.34,7.728,324.3,1.22,0.3065,9.3,16.5,yes,94.88513333333331,99.07431112516096,86.24,75,92.42434667088162,Safe
Dakshineswar,2023-06-15,24.1279467,88.6904272,28.1818,7.92727,7.74545,377.636,4.38182,0.44818,20118.2,32727.3,yes,90.02266933333334,1.831372776908183e-07,84.04547500000001,78,60.61816278827452,Moderate
Babughat,2023-05-05,24.8653206,92.3587082,21.5,8.35,7.45,110.0,2.0,0.11,575.0,1525.0,yes,96.14533333333333,56.27048688069557,88.375,75,80.51427939754201,Safe
Howrah Ghat,2023-01-27,26.3215985,90.9820667,25.25,6.875,7.175,293.0,2.2,0.13,90.0,530.25,yes,94.03266666666669,91.39311852712282,83.0625,80,89.64350222480351,Safe
Bally Bridge,2023-03-19,15.357606,75.076259,26.0833333,6.85,8.02416667,245.833333,0.845,3.265,329.833333,738.833333,no,93.80300000333334,71.90435642794526,76.568749975,74,81.80625692471692,Safe
Bally Bridge,2023-07-08,20.9501027,85.216816,27.4166667,7.3,7.79166667,159.583333,1.75,0.56518308,3224.16667,5378.33333,yes,95.61868687266669,3.978892506949783,80.56249997500001,74,62.95364249615161,Moderate
Bally Bridge,2023-04-01,21.24850768681818,78.72098095669318,32.0,8.1,8.1,1077.0,0.26,2.0,140.0,0.85,no,87.28333333333333,86.93582353988059,82.25,74,84.84408039529751,Safe
Babughat,2023-09-01,18.648571,74.062324,26.8333333,4.80416667,7.86083333,602.224167,6.37166667,0.41166667,241.25,1258.33333,yes,85.152869434,78.56451905372529,67.564583375,75,78.64342016471758,Safe
Dakshineswar,2023-04-21,26.9826098,94.6424521,23.5,7.2,7.175,150.0,1.6,0.1525,90.0,1002.75,yes,96.24466666666666,91.39311852712282,84.6875,78,90.65330222480353,Safe
Dakshineswar,2023-06-06,11.422713,75.711707,26.0,5.625,7.3,1210.0,1.2,0.405,725.0,1650.0,yes,85.976,48.43245689553625,75.875,78,71.89513706866087,Moderate
Howrah Ghat,2023-02-20,18.606902,73.799263,25.75,1.8,7.6325,519.891667,14.75,0.84583333,345.833333,1725.0,yes,74.45774999933334,70.76304159173378,54.25624999999999,80,69.86326247725347,Moderate
Howrah Ghat,2023-09-06,18.958037,72.820653,27.5833333,6.1,7.95833333,935.391667,6.15,2.103375,2.5,82.5,yes,80.76338333,99.750312239746,73.31250002499999,80,84.8929470089238,Safe
Babughat,2023-01-20,21.2894283,77.918174,20.8333333,5.58666667,7.94833333,561.25,5.635,1.48183333,55.1666667,144.5,yes,85.68870000266666,94.63274135421776,70.820833375,75,84.329469082332,Safe
Bally Bridge,2023-04-10,30.904486,77.096736,24.0,8.0,8.0,583.0,1.3,1.2,30.0,86.0,yes,91.47666666666666,97.04455335485082,82.5,74,89.6040326731219,Safe
Dakshineswar,2023-08-06,20.490738,78.478036,19.0,7.5,7.5,648.0,2.18,18.0,77.0,0.22,yes,76.21333333333334,92.58898536064952,83.75,78,82.8120289415282,Safe
Bally Bridge,2023-03-16,25.5940947,25.5940947,24.4444,8.37778,8.23444,349.778,2.9,1.71167,5666.67,18777.8,no,91.26621733333332,0.345936580522619,82.6306,74,60.53638790749012,Moderate
Bally Bridge,2023-05-22,26.3991195,87.2568579,26.5,7.0,7.6,332.0,2.95,1.38,900.0,1950.0,yes,91.64266666666668,40.65696597405991,80.5,74,72.35415645888466,Moderate
Howrah Ghat,2023-08-13,13.2063077,80.0687731,24.88953091982379,6.15454545,7.93,484.272727,1.90909091,0.25454545,2068.18182,5421.81818,yes,92.40818182333334,12.64154188672062,73.79772725000001,80,63.51528074534952,Moderate
Babughat,2023-03-20,19.006315,72.846828,23.35,5.07333333,7.82416667,297.158333,5.81666667,0.42958333,210.583333,1335.41667,yes,88.929194446,81.01115433151656,69.18541662499999,75,81.21210740285497,Safe
Bally Bridge,2023-04-06,26.2599654,92.2630392,27.7,7.05,7.55,111.0,1.625,0.1125,233.3333,486.6667,yes,96.63333333333333,79.1889592733101,81.125,74,86.03502111532637,Safe
Howrah Ghat,2023-01-24,25.4358011,81.846311,26.65,6.53333,7.87167,610.25,2.45833,1.3275,1450.0,2833.33,yes,89.55772666666667,23.45702880937976,76.129125,80,66.08602430948059,Moderate
Howrah Ghat,2023-07-01,13.843781,75.70003,25.9166667,6.875,7.2125,336.666667,3.76666667,1.9375,218.333333,841.666667,yes,90.06111110333333,80.38574447892955,82.78125,80,84.6964177850122,Safe
Babughat,2023-05-07,12.6950325,78.6218853,28.375,6.33333333,7.57666667,830.166667,1.83333333,0.2425,737.5,2020.0,yes,89.05988889,47.83081925340841,77.341666625,75,72.94153465702252,Moderate
Babughat,2023-02-01,16.658201,74.821469,27.0833333,7.40833333,8.07333333,665.833333,1.41818182,7.275,470.0,955.833333,no,85.63075757666667,62.50022682827008,78.99166667499999,75,76.30070441414769,Safe
Dakshineswar,2023-07-23,27.789803,76.228125,28.0,8.0,8.0,1260.0,1.06,4.0,7.0,1.21,yes,82.78666666666666,99.3024442933235,82.5,78,87.20539995466372,Safe
Bally Bridge,2023-10-08,31.450777,77.631624,7.0,8.0,8.0,219.0,0.7,0.2,204.0,857.0,yes,96.71666666666668,81.54623711872927,82.5,74,87.05053780228545,Safe
Howrah Ghat,2023-09-28,17.672331,73.88601,22.075,5.20833333,7.80416667,270.708333,5.75,0.385,134.583333,1112.5,yes,89.31825000333333,87.40800361298612,70.010416625,80,83.95178441022917,Safe
Howrah Ghat,2023-06-11,25.4358011,81.846311,21.8714,7.4,7.47714,432.5,2.6,1.389,3195.14,13415.7,yes,91.09713333333332,4.096079046398351,83.42145,80,62.35196704725284,Moderate
Bally Bridge,2023-09-19,25.3961861,85.917677,24.9875,7.9875,8.025,374.875,2.725,1.71167,2575.0,6587.5,no,91.24858066666668,7.615382279861032,82.25,74,62.63404695062497,Moderate
Howrah Ghat,2023-09-12,16.709685,74.456775,23.0,8.5,8.5,1560.0,4.23,5.0,75.0,576037.4703817832,no,74.75999999999999,92.77434863285528,81.25,80,81.98630458985659,Safe
Babughat,2023-04-10,26.959817,75.84446,29.0,7.3,7.3,1300.0,2.9,4.0,8.0,1.17,yes,79.93333333333334,99.20319148370606,84.25,75,86.08429077844517,Safe
Bally Bridge,2023-01-18,22.5334555,88.2996293,26.5833,6.75,7.84167,315.833,4.05,0.29417,164833.0,247167.0,yes,91.206334,2.593807038679555e-70,77.437475,74,59.3700286,Moderate
Bally Bridge,2023-03-22,26.1703301,91.570327,26.0,7.75,7.25,169.0,1.125,0.1575,600.0,1836.667,yes,96.684,54.88116360940265,86.875,74,79.9129490828208,Safe
Dakshineswar,2023-10-19,26.605735,80.269765,25.5833,8.66667,8.1625,509.967,3.95,1.70408,1700.0,7750.0,no,88.27039933333333,18.26835240527346,84.6146,78,65.51158545491538,Moderate
Dakshineswar,2023-08-25,21.24850768681818,78.72098095669318,27.5,4.328,7.93,600.86,7.77,0.529,207.5,1540.0,yes,83.2082,81.26132417730977,64.665,78,78.39467725319294,Safe
Dakshineswar,2023-10-18,21.522184,70.457877,27.0,7.6,7.6,1180.0,0.12,2.0,2.0,1.15,yes,86.44,99.80019986673332,83.5,78,89.01605996001999,Safe
Dakshineswar,2023-03-17,22.744108,77.736967,37.0,8.025,8.172,298.5,2.06,1.0266,6.0,631.4,no,93.44705333333332,99.40179640539353,81.335,78,91.26636025495138,Safe
Bally Bridge,2023-10-29,30.284414,78.981141,17.5667,9.31667,8.14167,149.667,0.7,0.08333,16650.0,46000.0,no,97.50333266666668,5.874851269925237e-06,88.020825,74,64.00549982912206,Moderate
Howrah Ghat,2023-02-28,25.653498,93.345482,22.0,7.0,7.0,284.0,2.0,4.0,12975.0,23625.0,yes,91.29333333333334,0.0002317549918343,85.0,80,61.51740285983088,Moderate
Bally Bridge,2023-07-29,21.082074,72.985392,28.0,8.0,8.0,1378.0,0.13,3.0,3.0,0.19,yes,83.64666666666668,99.7004495503373,82.5,74,87.26880153176786,Safe
Howrah Ghat,2023-08-16,15.286089,74.07692,27.7916667,6.68333333,6.335,127.108333,1.99181818,0.44166667,9.8,148.75,no,95.71982576066668,99.02478635182348,78.42916665,80,91.68119953981372,Safe
Dakshineswar,2023-11-11,10.799315,76.752098,25.25,5.8,7.8,666.0,0.95,0.243333333,992.5,1650.0,yes,91.87866666693331,37.06489095046068,73.0,78,70.27093395191154,Moderate
Howrah Ghat,2023-09-01,23.6922971,86.8295645,28.5417,8.425,7.83833,230.917,1.84583,0.24983,545.455,5445.45,yes,95.02985933333332,57.95780153401972,85.837525,80,80.56678919353925,Safe
Howrah Ghat,2023-01-21,17.2472528,80.1514446,20.0,5.525,7.72416667,331.416667,0.625,0.26416667,4.16666667,1200.0,yes,95.64116666066668,99.58420018417904,72.193749975,80,90.5704767145204,Safe
Dakshineswar,2023-03-11,17.934009,73.665026,20.375,5.58916667,7.7875,140.919167,3.86666667,1.73,87.5833333,681.25,yes,92.05125277,91.61425232900052,72.03958335,78,86.51269347670016,Safe
Howrah Ghat,2023-03-06,20.373265,72.910824,27.0,4.33333333,8.42666667,605.0,6.45,1.677,5.0,15.0,no,84.0084,99.50124791926824,60.96666662500001,80,83.64706770078047,Safe
Bally Bridge,2023-10-15,18.822046,73.282065,26.8333333,6.675,7.375,129.825,3.2,0.74659167,44.5833333,124.166667,yes,93.83780999733334,95.63958971464965,80.5625,74,89.73950091332823,Safe
Bally Bridge,2023-04-25,19.692541,72.851699,27.5454545,6.98181818,8.31818182,211.5,3.62727273,0.44192727,46.5454545,90.4545455,no,92.695094544,95.45211723012554,75.02272725,74,88.11821843663768,Safe
Dakshineswar,2023-03-15,26.4871515,74.5540177,22.4090909,4.834,7.94818182,434.545455,4.39454545,0.24363636,4.65454545,43.8181818,yes,89.60024242866666,99.5356270159584,67.05863635,78,86.91251234625419,Safe
Dakshineswar,2023-08-29,23.5251102,77.8081363,35.5,7.22,7.928,643.4,3.34,4.366,12.25,934.0,yes,85.61986666666667,98.78247258083832,79.14,78,87.51068844091816,Safe
Dakshineswar,2023-01-29,21.2788724,73.6065223,34.4166667,6.08333333,7.74166667,535.55,5.25833333,2.4154,16.125,40.75,yes,85.70106889333334,98.40043118284524,74.854166625,78,86.57139023718692,Safe
Babughat,2023-03-14,25.8907463,78.3324511,22.6,7.7,7.6,692.5,2.0,0.3,193767.1311595211,576037.4703817832,yes,90.16833333333334,7.046998242674918e-83,84.0,75,60.36733333333333,Moderate
Dakshineswar,2023-07-18,12.425476,76.572438,26.5833333,6.99166667,8.5,234.833333,1.0,0.31208333,1600.0,1600.0,no,96.06866667266668,20.18965179946554,73.70833335,78,67.02602887890633,Moderate
Howrah Ghat,2023-11-13,31.381038,76.381092,20.0,8.0,8.0,272.0,2.7,1.9,305.0,703.0,yes,92.16,73.71233743916278,82.5,80,83.47770123174882,Safe
Howrah Ghat,2023-02-05,20.9951897,84.288444,28.1666667,7.43333333,7.78,177.341667,1.75,0.59043725,525.0,1069.16667,yes,95.42090019666666,59.15553643668151,81.31666665,80,80.17835433967113,Safe
Bally Bridge,2023-02-15,21.5455841,74.4683333,31.6083333,6.25,7.65083333,567.75,4.88333333,2.15059167,28.1428571,88.5714286,yes,86.09091555733333,97.22494641409438,76.368750025,74,86.27760015216165,Safe
Babughat,2023-10-18,25.133699,82.564434,27.0833,7.66909,7.79917,395.675,3.61818,2.28833,2376.67,5707.5,yes,89.388346,9.285928464556434,82.351675,75,62.51145193936694,Moderate
Bally Bridge,2023-10-26,30.086928,78.267612,17.1364,9.10909,7.65636,121.327,1.72727,0.08333,193767.1311595211,98.9,yes,96.41703933333334,7.046998242674918e-83,90.62275,74,64.09136573333333,Moderate
Babughat,2023-07-01,18.163284,73.947246,23.85,4.95666667,7.9825,251.116667,6.1,0.38166667,154.333333,1233.33333,yes,89.05016666066666,85.69863115777144,67.41458335,75,82.31257268159811,Safe
Howrah Ghat,2023-11-21,10.2107896,76.7113372,27.75,7.95,7.125,25.25,0.975,0.79175,100.5,182.5,yes,97.8141,90.43851124127704,88.8125,80,92.01969337238312,Safe
Howrah Ghat,2023-02-18,14.004254,75.673909,27.25,7.225,7.45,255.0,2.225,1.233333333,47.5,217.5,yes,93.49666666693334,95.36104731326265,82.75,80,90.55698086075212,Safe
